"filename", "language", "TypeScript", "CSS", "JavaScript", "comment", "blank", "total"
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/AnimationLoop.ts", "TypeScript", 25, 0, 0, 1, 8, 34
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/EnemyAi.ts", "TypeScript", 164, 0, 0, 6, 20, 190
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/EnemySpawner.ts", "TypeScript", 134, 0, 0, 0, 16, 150
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/Hud.ts", "TypeScript", 184, 0, 0, 12, 23, 219
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/InGameMenu.ts", "TypeScript", 243, 0, 0, 0, 19, 262
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/LevelImages.ts", "TypeScript", 20, 0, 0, 7, 8, 35
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/Player.ts", "TypeScript", 283, 0, 0, 6, 24, 313
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/PlayerInput.ts", "TypeScript", 79, 0, 0, 9, 12, 100
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/PlayerSpells.ts", "TypeScript", 229, 0, 0, 14, 33, 276
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/PowerUp.ts", "TypeScript", 215, 0, 0, 2, 25, 242
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/Projectile.ts", "TypeScript", 224, 0, 0, 2, 31, 257
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/Sprite.ts", "TypeScript", 30, 0, 0, 9, 6, 45
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/Vector.ts", "TypeScript", 8, 0, 0, 0, 1, 9
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/tests/powerUp.test.js", "JavaScript", 0, 0, 7, 3, 2, 12
"/Users/rock/Documents/Projekti/2dGame/client/src/Classes/tests/projectile.test.js", "JavaScript", 0, 0, 0, 24, 1, 25
"/Users/rock/Documents/Projekti/2dGame/client/src/Level/LevelLogic/canvasLogic.ts", "TypeScript", 41, 0, 0, 33, 11, 85
"/Users/rock/Documents/Projekti/2dGame/client/src/Level/LevelLogic/mainLevelLogic.ts", "TypeScript", 107, 0, 0, 20, 23, 150
"/Users/rock/Documents/Projekti/2dGame/client/src/Level/LevelLogic/spaceshipLogic.ts", "TypeScript", 70, 0, 0, 0, 5, 75
"/Users/rock/Documents/Projekti/2dGame/client/src/Level/levelGenerator.ts", "TypeScript", 5, 0, 0, 0, 2, 7
"/Users/rock/Documents/Projekti/2dGame/client/src/Level/levelStyling.css", "CSS", 0, 581, 0, 10, 82, 673
"/Users/rock/Documents/Projekti/2dGame/client/src/MainMenu/LevelSelection/LevelSelectionGenerator.ts", "TypeScript", 24, 0, 0, 0, 9, 33
"/Users/rock/Documents/Projekti/2dGame/client/src/MainMenu/LevelSelection/LevelSelectionLogic.ts", "TypeScript", 31, 0, 0, 0, 8, 39
"/Users/rock/Documents/Projekti/2dGame/client/src/MainMenu/LevelSelection/LevelSelectionStyling.css", "CSS", 0, 112, 0, 1, 23, 136
"/Users/rock/Documents/Projekti/2dGame/client/src/MainMenu/MainMenuGenerator.ts", "TypeScript", 25, 0, 0, 0, 5, 30
"/Users/rock/Documents/Projekti/2dGame/client/src/MainMenu/MainMenuLogic.ts", "TypeScript", 177, 0, 0, 21, 43, 241
"/Users/rock/Documents/Projekti/2dGame/client/src/MainMenu/MainMenuStyling.css", "CSS", 0, 275, 0, 13, 38, 326
"/Users/rock/Documents/Projekti/2dGame/client/src/Stores/LevelStore.ts", "TypeScript", 73, 0, 0, 0, 12, 85
"/Users/rock/Documents/Projekti/2dGame/client/src/Stores/MenuStore.ts", "TypeScript", 41, 0, 0, 0, 9, 50
"/Users/rock/Documents/Projekti/2dGame/client/src/Utils/Icons.ts", "TypeScript", 4, 0, 0, 0, 1, 5
"/Users/rock/Documents/Projekti/2dGame/client/src/Utils/IconsExports.ts", "TypeScript", 7, 0, 0, 0, 2, 9
"/Users/rock/Documents/Projekti/2dGame/client/src/Utils/OftenUsed.ts", "TypeScript", 15, 0, 0, 0, 2, 17
"/Users/rock/Documents/Projekti/2dGame/client/src/Utils/TsTypes.ts", "TypeScript", 150, 0, 0, 0, 19, 169
"/Users/rock/Documents/Projekti/2dGame/client/src/index.ts", "TypeScript", 11, 0, 0, 0, 2, 13
"Total", "-", 2619, 968, 7, 193, 525, 4312
