"filename", "language", "TypeScript", "CSS", "comment", "blank", "total"
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Enemy/Asteroid.ts", "TypeScript", 93, 0, 0, 15, 108
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Enemy/Enemy.ts", "TypeScript", 187, 0, 6, 22, 215
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Enemy/EnemySpawner.ts", "TypeScript", 273, 0, 3, 51, 327
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Game UI/Hud.ts", "TypeScript", 285, 0, 13, 43, 341
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Game UI/InGameMenu.ts", "TypeScript", 131, 0, 1, 17, 149
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Game UI/PowerUp.ts", "TypeScript", 251, 0, 10, 32, 293
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Other/AnimationLoop.ts", "TypeScript", 34, 0, 1, 11, 46
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Other/GameOptimization.ts", "TypeScript", 35, 0, 0, 6, 41
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Other/Keydown.ts", "TypeScript", 54, 0, 15, 7, 76
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Other/Sounds.ts", "TypeScript", 55, 0, 0, 14, 69
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Other/canvasLogic.ts", "TypeScript", 30, 0, 33, 9, 72
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Player/Player.ts", "TypeScript", 232, 0, 4, 23, 259
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Player/PlayerInput.ts", "TypeScript", 190, 0, 5, 17, 212
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Player/PlayerSpells.ts", "TypeScript", 462, 0, 10, 59, 531
"/Users/rock/Documents/Projekti/2dGame/client/src/Game/Level/LevelLogic/Player/Projectile.ts", "TypeScript", 234, 0, 9, 31, 274
